satellite_id,hour,hours_since_upload,clock_error_ns,ephemeris_error_m
G01,79,1,2.1251,2.173
G01,80,0,-0.0824,0.6443
G01,81,1,2.1651,-0.3453
G01,82,0,0.8416,-1.9674
G01,83,1,0.9078,-3.055
G01,84,0,-0.5371,-3.4843
G01,85,1,2.2743,-2.6077
G01,86,0,1.4752,-1.1141
G01,87,1,3.7257,0.4747
G01,88,0,-0.5405,1.9457
G01,89,1,0.8714,3.3242
G01,90,0,0.595,3.2857
G01,91,1,1.5343,3.0345
G01,92,0,0.2242,1.7609
G01,93,1,2.4538,-0.1077
G01,94,0,-0.1305,-1.8103
G01,95,1,2.2061,-2.7878
G01,96,0,1.0885,-2.8659
G01,97,1,1.8471,-3.1201
G01,98,0,1.4324,-1.8296
G01,99,1,2.357,0.0649
G01,100,0,-0.1186,1.7427
G01,101,1,2.3949,2.5693
G01,102,0,0.8736,3.3695
G01,103,1,1.7241,3.3746
G01,104,0,1.7645,2.1128
G01,105,1,2.75,0.9043
G01,106,0,0.8426,-1.0242
G01,107,1,0.8369,-2.8105
G01,108,0,0.803,-3.4672
G01,109,1,1.7123,-3.2931
G01,110,0,-0.6992,-2.2637
G01,111,1,1.4341,-0.8482
G01,112,0,0.0075,0.6624
G01,113,1,2.9779,2.3148
G01,114,0,1.1386,2.8172
G01,115,1,3.6329,3.8115
G01,116,0,1.7821,2.798
G01,117,1,1.8048,1.4002
G01,118,0,1.5501,-0.5875
G01,119,1,1.4609,-2.361
G01,120,0,0.1516,-2.5913
G01,121,1,1.5589,-3.3535
G01,122,0,1.0089,-3.2009
G01,123,1,2.5636,-1.1546
G01,124,0,1.0675,0.5239
G01,125,1,0.8143,2.2291
G01,126,0,0.2209,2.5377
G01,127,1,1.6715,3.8703
G01,128,0,0.7849,2.7026
G01,129,1,0.864,1.8466
G01,130,0,-0.7343,-0.0989
G01,131,1,3.077,-1.0034
G01,132,0,0.7254,-2.8134
G01,133,1,1.9384,-2.6388
G01,134,0,1.1515,-2.8486
G01,135,1,1.7486,-2.0273
G01,136,0,1.3518,-0.5396
G01,137,1,0.4469,1.4779
G01,138,0,0.3856,3.0359
G01,139,1,2.4631,3.3163
G01,140,0,1.2156,3.1681
G01,141,1,1.5659,2.4459
G01,142,0,1.5737,0.7755
G01,143,1,1.4731,-0.8156
G01,144,0,1.6381,-1.8666
G01,145,1,2.2488,-2.9554
G01,146,0,0.4243,-3.0437
G01,147,1,2.4084,-2.7025
G01,148,0,-0.4611,-1.5335
G01,149,1,1.4742,0.7999
G01,150,0,2.1415,1.8759
G01,151,1,1.6893,3.1553
G01,152,0,0.9594,3.5625
G01,153,1,1.6124,3.0643
G01,154,0,0.777,1.7409
G01,155,1,1.8204,-0.2241
G01,156,0,2.4577,-1.4352
G01,157,1,0.6536,-2.9522
G01,158,0,1.9217,-3.6436
G01,159,1,2.6531,-2.7117
G01,160,0,0.4579,-1.8075
G01,161,1,0.4475,0.2949
G01,162,0,0.7728,1.632
G01,163,1,2.5565,3.1108
G01,164,0,0.689,3.3611
G01,165,1,2.5266,3.3578
G01,166,0,1.9325,1.9504
G01,167,1,1.5905,0.9573
G01,168,0,-0.5295,-0.7013
G01,169,1,1.8837,-2.4481
G01,170,0,0.5334,-3.2652
G01,171,1,3.1161,-2.9378
G01,172,0,1.457,-2.302
G01,173,1,1.0222,-1.0471
G01,174,0,0.8214,0.9144
G01,175,1,2.2096,2.5725
G01,176,0,1.4672,3.1793
G01,177,1,3.9326,3.4261
G01,178,0,0.7776,3.0398
G01,179,1,3.1113,1.7186
G01,180,0,1.039,-0.2112
G01,181,1,1.0666,-1.7536
G01,182,0,1.0152,-3.4014
G01,183,1,3.0062,-3.7413
G01,184,0,-0.333,-2.6575
G01,185,1,2.6611,-1.1919
G01,186,0,1.7378,0.5233
G01,187,1,2.7735,1.7494
G01,188,0,1.1179,2.8221
G01,189,1,2.4722,3.0919
G01,190,0,1.4518,2.9033
G01,191,1,2.4693,1.9093
G01,192,0,-0.7014,-0.0394
G01,193,1,2.1838,-1.4061
G01,194,0,1.4136,-2.6383
G01,195,1,3.4562,-3.1781
G01,196,0,0.9823,-3.4897
G01,197,1,1.2319,-1.8674
G01,198,0,2.0597,-0.1236
G01,199,1,1.6636,1.1048
G01,200,0,1.4379,3.0491
G01,201,1,2.4071,3.7144
G01,202,0,1.3943,3.4862
G01,203,1,3.1265,2.4026
G01,204,0,0.4838,0.7831
G01,205,1,3.4976,-0.5359
G01,206,0,0.9513,-2.3708
G01,207,1,1.0135,-2.743
G01,208,0,1.987,-3.3011
G01,209,1,2.5232,-3.0567
G01,210,0,0.9351,-0.8207
G01,211,1,3.1416,0.6266
G01,212,0,1.3136,2.2363
G01,213,1,2.1749,2.6681
G01,214,0,1.3327,3.4199
G01,215,1,3.276,2.4116
G01,216,0,1.2547,1.4566
G01,217,1,1.5642,0.0195
G01,218,0,1.942,-1.8297
G01,219,1,4.024,-2.9411
G01,220,0,1.0287,-3.4548
G01,221,1,1.8108,-3.0118
G01,222,0,0.2756,-1.8173
G01,223,1,2.5001,-0.7235
G01,224,0,1.321,1.473
G01,225,1,2.8671,3.0967
G01,226,0,2.0726,3.1497
G01,227,1,1.9096,3.2633
G01,228,0,1.0007,1.7178
G01,229,1,4.3339,0.4741
G01,230,0,0.9517,-1.7311
G01,231,1,3.1657,-2.7359
G01,232,0,1.4722,-3.0078
G01,233,1,1.7642,-3.106
G01,234,0,2.644,-2.9373
G01,235,1,1.9021,-1.0192
G01,236,0,1.3301,0.8257
G01,237,1,1.7202,2.1757
G01,238,0,0.888,3.0868
G01,239,1,2.7248,3.5496
G01,240,0,2.3183,2.6939
G01,241,1,1.8904,1.1988
G01,242,0,3.3535,-0.246
G01,243,1,2.239,-1.5801
G01,244,0,1.2241,-3.2392
G01,245,1,3.6753,-3.6055
G01,246,0,0.0536,-2.4798
G01,247,1,2.627,-1.3726
G01,248,0,1.2698,0.1185
G01,249,1,2.2629,1.6583
G01,250,0,1.2664,2.8098
G01,251,1,1.9881,3.2369
G01,252,0,-0.3655,3.0837
G01,253,1,2.9456,1.7755
G01,254,0,1.7715,0.2237
G01,255,1,2.0942,-1.572
G01,256,0,2.0096,-2.6891
G01,257,1,4.2524,-2.8398
G01,258,0,2.3359,-3.2522
G01,259,1,2.2428,-2.235
G01,260,0,1.8419,-1.2025
G01,261,1,2.3375,1.1466
G01,262,0,0.4556,2.7507
G01,263,1,1.8223,3.3867
G01,264,0,3.8084,2.7472
G01,265,1,2.6029,2.2193
G01,266,0,1.1958,1.0094
G01,267,1,3.5884,-0.6076
G01,268,0,1.1142,-1.6751
G01,269,1,1.3705,-3.4064
G01,270,0,1.8191,-3.2325
G01,271,1,3.134,-2.0429
G01,272,0,1.6071,-1.0985
G01,273,1,2.3071,0.739
G01,274,0,1.4656,1.9793
G01,275,1,3.202,3.3942
G01,276,0,0.0129,3.4041
G01,277,1,2.5836,3.0124
G01,278,0,1.5436,1.777
G01,279,1,2.2811,-0.7389
G01,280,0,2.5654,-2.0131
G01,281,1,1.5928,-2.8749
G01,282,0,1.5771,-3.1138
G01,283,1,3.5225,-2.8178
G01,284,0,1.089,-1.6532
G01,285,1,2.9711,0.0701
G01,286,0,1.1092,1.3974
G01,287,1,3.2505,3.1336
G01,288,0,2.5489,3.3384
G01,289,1,2.4902,3.1991
G01,290,0,0.9663,1.7897
G01,291,1,4.0512,0.6164
G01,292,0,1.5555,-0.9806
G01,293,1,3.8909,-2.6226
G01,294,0,1.5061,-3.4158
G01,295,1,3.6529,-2.8575
G01,296,0,2.9246,-1.9949
G01,297,1,1.6525,-0.6642
G01,298,0,1.0419,0.7474
G01,299,1,3.0628,2.5993
G01,300,0,1.1843,2.582
G01,301,1,3.083,3.9948
G01,302,0,1.7302,2.5049
G01,303,1,4.3374,1.3119
G01,304,0,2.0681,-0.4409
G01,305,1,3.1621,-2.3299
G01,306,0,0.8724,-2.5862
G01,307,1,3.1231,-3.2306
G01,308,0,1.855,-2.4956
G01,309,1,4.9615,-1.2276
G01,310,0,1.4815,0.1913
G01,311,1,3.836,1.7078
G01,312,0,2.6108,2.3308
G01,313,1,2.8398,3.5443
G01,314,0,2.9473,2.6669
G01,315,1,1.8654,1.6906
G01,316,0,1.1024,0.0675
G01,317,1,3.0379,-1.8188
G01,318,0,2.6112,-2.8102
G01,319,1,3.8933,-3.7529
G01,320,0,1.2113,-2.8983
G01,321,1,2.4485,-1.9791
G01,322,0,2.013,-0.3969
G01,323,1,2.5552,1.3085
G01,324,0,1.4182,2.7473
G01,325,1,3.004,3.3656
G01,326,0,4.0301,2.8653
G01,327,1,4.1822,1.5951
G01,328,0,0.4385,0.4403
G01,329,1,2.2051,-0.8003
G01,330,0,2.2872,-2.413
G01,331,1,3.0144,-3.0099
G01,332,0,2.721,-3.5943
G01,333,1,2.8625,-2.4457
G01,334,0,2.4638,-1.2884
G01,335,1,3.0864,0.6371
G01,336,0,1.5538,1.9073
G01,337,1,3.2446,3.1056
G01,338,0,2.5005,3.0277
G01,339,1,2.9087,2.6771
G01,340,0,2.756,1.1478
G01,341,1,3.375,-0.1325
G01,342,0,3.414,-2.094
G01,343,1,2.696,-3.1464
G01,344,0,0.8553,-2.8659
G01,345,1,2.2555,-3.0344
G01,346,0,3.1827,-2.1496
G01,347,1,3.817,-0.4048
G01,348,0,3.1416,0.9734
G01,349,1,1.8835,2.6885
G01,350,0,2.941,3.3124
G01,351,1,2.9953,3.4277
G01,352,0,3.8711,2.1441
G01,353,1,2.7851,0.3563
G01,354,0,1.2135,-1.2139
G01,355,1,2.017,-2.3899
G01,356,0,3.78,-3.0907
G01,357,1,2.9293,-2.9602
G01,358,0,3.494,-1.814
G01,359,1,2.5273,-0.5599
G01,360,0,2.1274,1.1372
G01,361,1,3.6155,1.7903
G01,362,0,1.9927,3.2567
G01,363,1,2.2184,3.4435
G01,364,0,1.0933,2.2528
G01,365,1,4.3831,0.8823
G01,366,0,2.7325,-1.0617
G01,367,1,4.9693,-2.1459
G01,368,0,2.3739,-3.0512
G01,369,1,3.8391,-3.6498
G01,370,0,2.3084,-2.8467
G01,371,1,2.0705,-1.065
G01,372,0,2.0519,0.3351
G01,373,1,3.5325,1.8107
G01,374,0,3.8689,2.9484
G01,375,1,2.1976,3.2733
G01,376,0,2.7375,2.9984
G01,377,1,2.5746,1.9639
G01,378,0,0.9956,0.3616
G01,379,1,2.4076,-1.5722
G01,380,0,3.2004,-2.7625
G01,381,1,4.0763,-3.1098
G01,382,0,3.3848,-2.7362
G01,383,1,3.1037,-1.7333
G01,384,0,1.2164,-0.4087
G01,385,1,4.1027,1.3465
G01,386,0,2.7588,2.543
G01,387,1,4.356,3.3117
G01,388,0,2.0641,3.3737
G01,389,1,2.4036,2.3907
G01,390,0,1.6292,1.0571
G01,391,1,3.3032,-0.8619
G01,392,0,2.7699,-2.8844
G01,393,1,3.0136,-2.8869
G01,394,0,3.1353,-3.1615
G01,395,1,2.4842,-2.2433
G01,396,0,3.0281,-1.0304
G01,397,1,4.4915,0.4944
G01,398,0,2.0922,1.4814
G01,399,1,4.2688,3.2388
G01,400,0,1.196,2.8367
G01,401,1,2.8915,2.9186
G01,402,0,2.2796,1.1422
G01,403,1,2.8005,-0.5198
G01,404,0,1.0257,-2.1842
G01,405,1,2.763,-2.742
G01,406,0,2.409,-3.5442
G01,407,1,5.3964,-2.9712
G01,408,0,3.4549,-1.225
G01,409,1,2.4008,0.0307
G01,410,0,2.1612,1.4256
G01,411,1,4.0612,2.6927
G01,412,0,2.1904,3.2795
G01,413,1,3.3535,2.7473
G01,414,0,3.2046,2.2061
G01,415,1,3.922,0.3222
G01,416,0,2.0532,-1.4669
G01,417,1,5.4959,-2.3169
G01,418,0,1.9611,-3.2434
G01,419,1,3.3995,-2.9303
G01,420,0,3.0464,-1.9079
G01,421,1,3.0336,-0.6221
G01,422,0,1.2818,0.639
G01,423,1,4.3911,2.1944
G01,424,0,1.998,3.2144
G01,425,1,4.2567,3.002
G01,426,0,-0.0364,2.2032
G01,427,1,4.6654,1.1613
G01,428,0,3.7015,-0.943
G01,429,1,2.4719,-1.9794
G01,430,0,2.8736,-3.0343
G01,431,1,4.479,-3.1343
G01,432,0,3.0145,-2.459
G01,433,1,4.1576,-1.0576
G01,434,0,3.4945,0.7185
G01,435,1,3.2772,2.0622
G01,436,0,2.4379,2.7625
G01,437,1,3.2584,3.5065
G01,438,0,3.0618,2.9403
G01,439,1,3.6306,1.6816
G01,440,0,3.3841,-0.3748
G01,441,1,3.8372,-1.529
G01,442,0,3.3466,-3.1725
G01,443,1,4.9898,-3.2189
G01,444,0,2.9817,-3.1008
G01,445,1,4.2602,-1.8499
G01,446,0,3.7249,-0.7267
G01,447,1,3.9917,1.4603
G01,448,0,2.6555,2.5208
G01,449,1,3.5866,3.386
G01,450,0,1.4091,3.379
G01,451,1,3.5083,2.2587
G01,452,0,3.1096,0.5395
G01,453,1,3.7915,-1.4747
G01,454,0,3.4052,-2.1261
G01,455,1,2.5867,-3.2791
G01,456,0,1.8964,-3.2714
G01,457,1,4.421,-2.107
G01,458,0,3.7323,-0.6557
G01,459,1,3.7581,0.4172
G01,460,0,2.7862,2.3341
G01,461,1,2.9915,3.6081
G01,462,0,3.5837,3.2374
G01,463,1,3.4044,2.5072
G01,464,0,2.9575,1.2516
G01,465,1,4.705,-0.3791
G01,466,0,3.3044,-1.9123
G01,467,1,4.1897,-3.0017
G01,468,0,3.4737,-3.1359
G01,469,1,4.3497,-2.6138
G01,470,0,2.2053,-1.5261
G01,471,1,4.9741,0.1855
G01,472,0,2.1508,1.6094
G01,473,1,4.3088,2.6815
G01,474,0,1.9094,3.2432
G01,475,1,3.4562,3.0317
G01,476,0,1.7411,2.0421
G01,477,1,3.551,0.6373
G01,478,0,2.7728,-1.3306
G01,479,1,3.9214,-2.7714
G01,480,0,4.9169,-3.4237
G01,481,1,4.8617,-3.3548
G01,482,0,3.301,-2.0323
G01,483,1,4.0618,-0.7551
G01,484,0,2.8208,0.9064
G01,485,1,5.9555,2.4692
G01,486,0,3.4445,3.6956
G01,487,1,3.4261,3.2789
G01,488,0,2.8413,2.3778
G01,489,1,3.9793,0.836
G01,490,0,3.214,-0.9692
G01,491,1,4.8973,-1.9715
G01,492,0,2.6924,-3.247
G01,493,1,4.3567,-3.4476
G01,494,0,4.4924,-2.525
G01,495,1,4.4605,-1.0622
G01,496,0,2.6507,0.6474
G01,497,1,4.2569,2.2226
G01,498,0,2.959,3.3468
G01,499,1,4.4917,3.9469
G01,500,0,2.8385,2.8649
G01,501,1,3.3932,1.5022
G01,502,0,3.6172,0.2671
G01,503,1,6.5045,-1.6175
G01,504,0,2.4264,-2.6444
G01,505,1,3.3436,-3.1291
G01,506,0,2.7731,-2.9198
G01,507,1,5.0765,-1.8543
G01,508,0,3.8983,-0.0743
G01,509,1,2.7975,1.1581
G01,510,0,1.9765,3.1799
G01,511,1,4.1738,3.8141
G01,512,0,1.9339,2.9595
G01,513,1,4.8887,2.2377
G01,514,0,3.6257,0.304
G01,515,1,5.3481,-0.7799
G01,516,0,3.5364,-2.6205
G01,517,1,4.5441,-3.26
G01,518,0,1.9578,-3.2264
G01,519,1,4.184,-2.0559
G01,520,0,1.5175,-0.8946
G01,521,1,3.4221,0.8463
G01,522,0,3.5527,2.1794
G01,523,1,4.9565,2.861
G01,524,0,4.1339,3.0986
G01,525,1,3.1367,2.5834
G01,526,0,1.663,1.3368
G01,527,1,4.1545,-0.0104
G01,528,0,3.8031,-2.307
G01,529,1,3.718,-2.8243
G01,530,0,3.9693,-3.002
G01,531,1,5.3222,-2.7725
G01,532,0,3.6062,-1.2303
G01,533,1,4.1579,0.2015
G01,534,0,3.0841,1.5173
G01,535,1,4.4431,2.7234
G01,536,0,3.2485,3.0564
G01,537,1,4.2707,3.1328
G01,538,0,2.906,1.8589
G01,539,1,4.5386,0.4496
G01,540,0,3.2714,-1.0805
G01,541,1,2.8141,-1.8473
G01,542,0,2.7121,-3.1941
G01,543,1,3.7279,-2.8826
G01,544,0,3.6144,-2.294
G01,545,1,5.3001,-0.6038
G01,546,0,3.8368,0.8146
G01,547,1,4.4566,3.0316
G01,548,0,4.1716,3.3196
G01,549,1,4.145,3.2749
G01,550,0,3.5907,2.4867
G01,551,1,3.6708,1.16
G01,552,0,2.6052,-0.3066
G01,553,1,3.9198,-2.0912
G01,554,0,4.2418,-3.2116
G01,555,1,4.7946,-2.854
G01,556,0,3.9126,-2.4974
G01,557,1,3.2367,-1.4441
G01,558,0,4.2992,0.5562
G01,559,1,5.115,2.1768
G01,560,0,4.5,2.9519
G01,561,1,4.6615,3.1013
G01,562,0,2.5216,2.3553
G01,563,1,3.8942,2.0085
G01,564,0,2.3211,-0.1542
G01,565,1,3.5904,-1.7891
G01,566,0,3.6691,-3.0491
G01,567,1,5.4504,-2.8762
G01,568,0,1.8061,-3.134
G01,569,1,4.6639,-1.4921
G01,570,0,3.2103,-0.2635
G01,571,1,3.7337,1.0338
G01,572,0,4.6957,2.2031
G01,573,1,6.4486,3.5432
G01,574,0,4.1147,3.2443
G01,575,1,4.4596,2.2586
G01,576,0,3.4535,0.7337
G01,577,1,4.6419,-1.2761
G01,578,0,2.9375,-2.7294
G01,579,1,5.4334,-3.3561
G01,580,0,2.1424,-3.0969
G01,581,1,5.8674,-2.1
G01,582,0,3.1697,-1.3293
G01,583,1,4.6015,0.7649
G01,584,0,2.8985,2.3805
G01,585,1,6.1499,3.2611
G01,586,0,3.7869,3.0307
G01,587,1,5.8141,2.6067
G01,588,0,3.2261,1.2448
G01,589,1,5.109,-0.3425
G01,590,0,4.6227,-1.8776
G01,591,1,4.5354,-2.8747
G01,592,0,4.0874,-3.6597
G01,593,1,5.6593,-2.8031
G01,594,0,3.499,-1.3339
G01,595,1,5.3599,-0.0367
G01,596,0,4.3475,1.5539
G01,597,1,6.2039,2.7096
G01,598,0,3.9232,3.1241
G01,599,1,6.5289,2.6694
G01,600,0,4.1566,1.6258
G01,601,1,4.5435,0.4047
G01,602,0,4.712,-0.9806
G01,603,1,3.6389,-2.5748
G01,604,0,4.9066,-3.7479
G01,605,1,5.0868,-3.0354
G01,606,0,4.1089,-2.2908
G01,607,1,3.7424,-1.0182
G01,608,0,4.557,1.3878
G01,609,1,5.1027,2.3961
G01,610,0,2.5541,3.3969
G01,611,1,4.0271,3.058
G01,612,0,3.3702,2.2849
G01,613,1,4.3045,0.9499
G01,614,0,3.3554,-0.5947
G01,615,1,5.705,-2.1742
G01,616,0,4.2087,-2.6042
G01,617,1,4.0089,-3.5462
G01,618,0,4.4014,-2.0512
G01,619,1,4.7286,-0.7039
G01,620,0,3.9498,0.2728
G01,621,1,4.1749,2.2117
G01,622,0,3.1781,3.0606
G01,623,1,6.1833,3.2872
G01,624,0,4.9188,2.4429
G01,625,1,4.5541,1.1917
G01,626,0,3.9691,0.0849
G01,627,1,5.0389,-1.3484
G01,628,0,3.3441,-2.8291
G01,629,1,4.5841,-3.1848
G01,630,0,4.3281,-2.7808
G01,631,1,4.1755,-1.9832
G01,632,0,3.4039,-0.2758
G01,633,1,5.0857,1.6629
G01,634,0,3.3049,2.2882
G01,635,1,6.702,3.0614
G01,636,0,4.6234,3.0845
G01,637,1,5.2379,2.1201
G01,638,0,3.6891,0.6656
G01,639,1,4.7155,-0.7634
G01,640,0,4.4407,-2.344
G01,641,1,4.6749,-3.266
G01,642,0,3.0914,-3.2808
G01,643,1,4.2768,-1.926
G01,644,0,4.0642,-0.8245
G01,645,1,4.9185,0.9026
G01,646,0,5.9487,2.1905
G01,647,1,4.6013,3.3561
G01,648,0,2.0917,3.2851
G01,649,1,4.8298,2.3371
G01,650,0,4.4562,1.2001
G01,651,1,3.733,-0.5936
G01,652,0,1.8356,-1.9376
G01,653,1,5.3627,-3.2067
G01,654,0,4.5063,-3.6522
G01,655,1,4.4062,-2.5894
G01,656,0,3.566,-1.5071
G01,657,1,4.731,0.0846
G01,658,0,3.8278,1.5543
G01,659,1,5.4151,2.7847
G01,660,0,4.1372,3.1387
G01,661,1,4.0034,3.2122
G01,662,0,4.5248,2.3812
G01,663,1,4.3961,0.1857
G01,664,0,4.0504,-1.1879
G01,665,1,4.8249,-2.9787
G01,666,0,5.099,-3.3939
G01,667,1,5.9118,-2.8175
G01,668,0,4.1518,-2.0984
G01,669,1,4.9395,-0.4755
G01,670,0,4.8567,0.9318
G01,671,1,5.34,2.2726
G01,672,0,3.4292,3.2506
G01,673,1,3.7482,3.7723
G01,674,0,3.2875,2.2937
G01,675,1,6.1863,0.6709
G01,676,0,2.4396,-0.9394
G01,677,1,4.6148,-2.8331
G01,678,0,4.4584,-3.1196
G01,679,1,6.1913,-3.508
G01,680,0,3.0101,-2.6395
G01,681,1,5.2496,-0.8729
G01,682,0,5.3562,0.815
G01,683,1,5.545,2.2923
G01,684,0,3.7784,3.1017
G01,685,1,4.4194,3.3799
G01,686,0,4.3562,3.1879
G01,687,1,5.178,1.544
G01,688,0,4.4837,-0.2844
G01,689,1,4.7458,-1.3682
G01,690,0,3.5519,-3.259
G01,691,1,5.908,-2.9762
G01,692,0,3.975,-3.0263
G01,693,1,5.6121,-1.8972
G01,694,0,3.7314,0.0629
G01,695,1,5.8763,1.8619
G01,696,0,3.3788,2.6026
G01,697,1,5.6361,3.1203
G01,698,0,4.86,3.38
G01,699,1,4.9782,2.0949
G01,700,0,5.5036,0.9713
G01,701,1,6.0213,-0.9563
G01,702,0,3.7255,-2.4367
G01,703,1,5.8873,-3.2685
G01,704,0,3.9388,-3.5111
G01,705,1,4.1207,-2.749
G01,706,0,4.8618,-0.7867
G01,707,1,5.1054,0.8076
G01,708,0,4.5882,2.259
G01,709,1,4.4537,3.4703
G01,710,0,4.6733,3.3291
G01,711,1,6.155,2.3545
G01,712,0,5.3911,1.1067
G01,713,1,6.207,-0.276
G01,714,0,3.6571,-1.9185
G01,715,1,5.7835,-3.0085
G01,716,0,4.4018,-3.3337
G01,717,1,6.1732,-2.5214
G01,718,0,4.5111,-1.8415
G01,719,1,5.9389,0.4275
G02,0,0,0.4484,0.1624
G02,1,1,2.0872,1.8121
G02,2,0,-0.0699,1.9761
G02,3,1,1.2077,2.4407
G02,4,0,-0.3205,2.4137
G02,5,1,2.3385,1.1269
G02,6,0,-0.6743,-0.4351
G02,7,1,2.0693,-2.1758
G02,8,0,-0.0298,-2.6976
G02,9,1,0.9025,-2.2852
G02,10,0,-0.0095,-1.5382
G02,11,1,0.8539,-0.4317
G02,12,0,0.5049,1.0581
G02,13,1,2.4224,2.2353
G02,14,0,0.2212,3.1681
G02,15,1,0.5629,1.6351
G02,16,0,-0.808,1.7204
G02,17,1,1.0912,0.8066
G02,18,0,-0.2233,-1.6681
G02,19,1,2.3499,-1.7192
G02,20,0,1.352,-2.1805
G02,21,1,2.0541,-1.6366
G02,22,0,0.6008,-0.8221
G02,23,1,0.9701,0.9932
G02,24,0,0.0487,1.9935
G02,25,1,1.8841,3.2141
G02,26,0,0.2151,3.1104
G02,27,1,0.8026,1.4104
G02,28,0,-0.2516,-0.8333
G02,29,1,1.4454,-1.5094
G02,30,0,1.0883,-2.2452
G02,31,1,0.8975,-1.9086
G02,32,0,0.9267,-1.891
G02,33,1,1.3848,-1.2314
G02,34,0,-0.009,1.1255
G02,35,1,2.6538,2.7002
G02,36,0,-0.066,2.235
G02,37,1,1.6285,1.895
G02,38,0,0.4298,1.624
G02,39,1,1.2797,-0.372
G02,40,0,0.5557,-1.478
G02,41,1,0.8733,-3.549
G02,42,0,0.2461,-2.0153
G02,43,1,2.5708,-2.4592
G02,44,0,-0.0834,-0.9483
G02,45,1,1.0004,0.5496
G02,46,0,0.7435,2.2989
G02,47,1,1.5475,2.5991
G02,48,0,-0.2226,2.3339
G02,49,1,1.4848,2.1181
G02,50,0,0.8562,0.2078
G02,51,1,2.5205,-1.046
G02,52,0,0.3123,-2.5281
G02,53,1,0.2018,-2.334
G02,54,0,0.7761,-2.5836
G02,55,1,1.697,-1.1404
G02,56,0,-0.58,-0.1491
G02,57,1,2.1423,1.055
G02,58,0,0.5372,1.9518
G02,59,1,1.9597,2.7781
G02,60,0,-0.5863,2.6107
G02,61,1,1.2574,0.5412
G02,62,0,0.5069,-0.2093
G02,63,1,1.1025,-1.9428
G02,64,0,0.6552,-2.4242
G02,65,1,1.8246,-2.6912
G02,66,0,-0.0801,-1.6197
G02,67,1,1.094,-1.4139
G02,68,0,0.6848,1.6701
G02,69,1,0.3383,2.0147
G02,70,0,0.806,3.6458
G02,71,1,1.7695,2.0332
G02,72,0,0.3411,1.6989
G02,73,1,1.3851,-0.6993
G02,74,0,0.1752,-2.2114
G02,75,1,1.8551,-1.9052
G02,76,0,0.6673,-2.784
G02,77,1,1.6209,-2.4997
G02,78,0,1.0131,-0.5457
G02,79,1,1.6997,2.4263
G02,80,0,0.6778,1.9124
G02,81,1,1.5658,3.3029
G02,82,0,0.5799,1.8333
